1 -377.311753
2 -377.313070
3 -377.313977
4 -377.314583
5 -377.315015
6 -377.315308
7 -377.315486
8 -377.315598
9 -377.315670
10 -377.315684
11 -377.315660
12 -377.315213
13 -377.315384
14 -377.315446
15 -377.315472
16 -377.315469
17 -377.315445
18 -377.315407
19 -377.315372
20 -377.315343
21 -377.315319
